patch_001.jpg,homemade-curry
patch_003.jpg,chicken-cutlet
patch_005.jpg,stewed-liver-with-satsuma-herb-chicken
patch_007.jpg,boiled-spinach-with-sesame-paste
patch_020.jpg,fried-pork-belly-rice-bowl
patch_021.jpg,fried-pork-belly-rice-bowl
patch_023.jpg,hamburger-steak-with-grated-japanese-radish-sauce
patch_025.jpg,bang-bang-chicken-salada
patch_027.jpg,potato-salad
patch_028.jpg,miso-soup-with-pork-and-vegetables
patch_029.jpg,miso-soup-with-pork-and-vegetables
patch_030.jpg,fried-pork-belly-rice-bowl
patch_031.jpg,fried-pork-belly-rice-bowl
patch_033.jpg,hamburger-steak-with-grated-japanese-radish-sauce
patch_035.jpg,bang-bang-chicken-salada
patch_047.jpg,boiled-spinach-with-sesame-paste
patch_049.jpg,rice
patch_050.jpg,minced-chicken-rice-bowl
patch_051.jpg,minced-chicken-rice-bowl
patch_053.jpg,mackerel-stewed-with-ginger
patch_055.jpg,grilled-salmon-with-japanese-marinade
patch_057.jpg,boiled-spinach-with-sesame-paste
patch_058.jpg,rice
patch_059.jpg,rice
patch_060.jpg,minced-chicken-rice-bowl
patch_061.jpg,minced-chicken-rice-bowl
patch_063.jpg,mackerel-stewed-with-ginger
