patch_033.jpg,miso-fillet-cutlet-rice-bowl
patch_034.jpg,miso-fillet-cutlet-rice-bowl
patch_036.jpg,grilled-pork-with-soybean-rice-bowl
patch_038.jpg,homemade-curry
patch_040.jpg,chicken-curry-wth-cutlets
patch_041.jpg,chicken-curry-wth-cutlets
patch_042.jpg,vegetarian-curry
patch_043.jpg,vegetarian-curry
patch_044.jpg,miso-fillet-cutlet-rice-bowl
patch_045.jpg,miso-fillet-cutlet-rice-bowl
patch_047.jpg,grilled-pork-with-soybean-rice-bowl
patch_049.jpg,homemade-curry
patch_051.jpg,chicken-curry-wth-cutlets
patch_052.jpg,chicken-curry-wth-cutlets
patch_053.jpg,vegetarian-curry
patch_054.jpg,vegetarian-curry
patch_060.jpg,fried-white-fish
patch_061.jpg,fried-white-fish
patch_063.jpg,bang-bang-chicken-salada
patch_066.jpg,salt-grilled-mackerel
patch_067.jpg,salt-grilled-mackerel
patch_071.jpg,fried-white-fish
patch_072.jpg,fried-white-fish
patch_074.jpg,bang-bang-chicken-salada
patch_077.jpg,hashed-potato
patch_078.jpg,hashed-potato
patch_080.jpg,potherb-mustard-and-deep-fried-tofu-with-japanese-mustard-sauce
patch_082.jpg,simmered-bamboo-shoots-with-katsuobushi
patch_084.jpg,fried-chikuwa-with-laver
patch_085.jpg,fried-chikuwa-with-laver
patch_086.jpg,soft-boiled-egg
patch_087.jpg,soft-boiled-egg
patch_099.jpg,boiled-spinach-with-sesame-paste
patch_100.jpg,boiled-spinach-with-sesame-paste
patch_102.jpg,miso-soup-with-pork-and-vegetables
patch_104.jpg,rice
patch_106.jpg,miso-soup
patch_107.jpg,miso-soup
patch_108.jpg,cheese-topping
patch_109.jpg,cheese-topping
