patch_002.jpg,vegetarian-curry
patch_003.jpg,vegetarian-curry
patch_014.jpg,vegetarian-curry
patch_015.jpg,vegetarian-curry
patch_017.jpg,fried-white-fish
patch_019.jpg,broccoli
patch_021.jpg,cheese-topping
patch_029.jpg,fried-white-fish
patch_031.jpg,broccoli
patch_033.jpg,cheese-topping
patch_038.jpg,chicken-curry-wth-cutlets
patch_039.jpg,chicken-curry-wth-cutlets
patch_051.jpg,chicken-curry-wth-cutlets
patch_053.jpg,beef-croquette
patch_055.jpg,soy-sauce-taste-boiled-dried-daikon-radish-strips
patch_057.jpg,soft-boiled-egg
patch_081.jpg,boiled-spinach-with-sesame-paste
patch_083.jpg,miso-soup
patch_087.jpg,homemade-curry
patch_089.jpg,chicken-cutlet
patch_090.jpg,chicken-cutlet
patch_091.jpg,stewed-liver-with-satsuma-herb-chicken
patch_093.jpg,boiled-spinach-with-sesame-paste
